,CourseCode,PedagogicalName,NRegistrations
1439,COM-597,Master semestre 3,51
1440,COM-597,Master semestre 4,9
1441,COM-597,Projet Master automne,7
1442,COM-599,Projet Master automne,85
1443,COM-599,Projet Master printemps,115
1444,CS-100,Bachelor semestre 1,1005
1445,CS-105,Bachelor semestre 1,1014
1446,CS-105,Bachelor semestre 2,142
1447,CS-106,Bachelor semestre 1,580
1448,CS-106,Bachelor semestre 2,969
1449,CS-107,Bachelor semestre 1,284
1450,CS-107,Bachelor semestre 2,187
1451,CS-108,Bachelor semestre 2,542
1452,CS-110(a),Bachelor semestre 1,582
1453,CS-110(a),Bachelor semestre 2,1040
1454,CS-110(b),Bachelor semestre 1,836
1455,CS-110(b),Bachelor semestre 2,676
1456,CS-110(c),Bachelor semestre 1,811
1457,CS-110(c),Bachelor semestre 2,457
1458,CS-110(d),Bachelor semestre 1,797
1459,CS-110(d),Bachelor semestre 2,643
1460,CS-110(e),Bachelor semestre 1,1146
1461,CS-110(e),Bachelor semestre 2,113
1462,CS-110(f),Bachelor semestre 6,42
1463,CS-110(g),Bachelor semestre 2,539
1464,CS-111,Bachelor semestre 2,231
1465,CS-111(a),Bachelor semestre 1,381
1466,CS-111(b),Bachelor semestre 1,139
1467,CS-111(b),Bachelor semestre 2,58
1468,CS-111(c),Bachelor semestre 1,809
1469,CS-111(d),Bachelor semestre 2,402
1470,CS-111(e),Bachelor semestre 2,90
1471,CS-111(f),Bachelor semestre 2,166
1472,CS-111(g),Bachelor semestre 1,794
1473,CS-111(i),Bachelor semestre 1,632
1474,CS-112(a),Bachelor semestre 2,1040
1475,CS-112(b),Bachelor semestre 2,973
1476,CS-112(c),Bachelor semestre 2,1293
1477,CS-112(d),Bachelor semestre 6,42
1478,CS-112(e),Bachelor semestre 2,90
1479,CS-112(g),Bachelor semestre 2,491
1480,CS-112(i),Bachelor semestre 2,383
1481,CS-113,Bachelor semestre 2,231
1482,CS-114,Bachelor semestre 3,148
1483,CS-115,Bachelor semestre 2,274
1484,CS-116,Bachelor semestre 3,536
1485,CS-117,Bachelor semestre 1,435
1486,CS-118,Bachelor semestre 1,449
1487,CS-119,Bachelor semestre 2,201
1488,CS-120,Bachelor semestre 2,110
1489,CS-150,Bachelor semestre 1,993
1490,CS-150,Bachelor semestre 2,1019
1491,CS-150,Semestre automne,4
1492,CS-150,Semestre printemps,3
1493,CS-170,Bachelor semestre 1,697
1494,CS-170,Bachelor semestre 2,294
1495,CS-171,Bachelor semestre 2,324
1496,CS-171,Bachelor semestre 3,713
1497,CS-172,Bachelor semestre 2,964
1498,CS-173,Bachelor semestre 2,535
1499,CS-198,Bachelor semestre 2,957
1500,CS-205,Bachelor semestre 3,706
1501,CS-206,Bachelor semestre 4,818
1502,CS-207,Bachelor semestre 4,886
1503,CS-208,Bachelor semestre 3,343
1504,CS-208,Semestre automne,7
1505,CS-209,Bachelor semestre 4,95
1506,CS-210,Bachelor semestre 3,361
1507,CS-211,Bachelor semestre 4,149
1508,CS-212,Bachelor semestre 4,69
1509,CS-250,Bachelor semestre 3,1259
1510,CS-250,Bachelor semestre 5,163
1511,CS-250,Master semestre 1,66
1512,CS-250,Master semestre 3,33
1513,CS-250,Semestre automne,11
1514,CS-251,Bachelor semestre 4,836
1515,CS-252,Bachelor semestre 4,208
1516,CS-270,Bachelor semestre 3,617
1517,CS-271,Bachelor semestre 4,179
1518,CS-278,Bachelor semestre 4,50
1519,CS-279,Bachelor semestre 6,214
1520,CS-305,Bachelor semestre 5,576
1521,CS-305,Master semestre 1,55
1522,CS-305,Master semestre 3,9
1523,CS-305,Semestre automne,7
1524,CS-306,Bachelor semestre 5,75
1525,CS-307,Bachelor semestre 5,76
1526,CS-310,Bachelor semestre 5,120
1527,CS-320,Bachelor semestre 5,286
1528,CS-321,Bachelor semestre 5,247
1529,CS-321,Master semestre 1,22
1530,CS-321,Master semestre 3,6
1531,CS-322,Bachelor semestre 6,479
1532,CS-322,Master semestre 2,32
1533,CS-322,Master semestre 4,7
1534,CS-323,Bachelor semestre 6,428
1535,CS-324,Bachelor semestre 6,34
1536,CS-325,Bachelor semestre 6,69
1537,CS-326,Bachelor semestre 6,17
1538,CS-327,Bachelor semestre 6,3
1539,CS-330,Bachelor semestre 6,338
1540,CS-340,Bachelor semestre 5,105
1541,CS-340,Master semestre 3,13
1542,CS-341,Bachelor semestre 5,124
1543,CS-341,Bachelor semestre 6,118
1544,CS-341,Master semestre 1,15
1545,CS-341,Master semestre 2,24
1546,CS-350,Bachelor semestre 6,99
1547,CS-351,Bachelor semestre 6,19
1548,CS-351,Master semestre 2,3
1549,CS-352,Bachelor semestre 5,47
1550,CS-370,Bachelor semestre 6,11
1551,CS-370,Master semestre 2,2
1552,CS-398,Bachelor semestre 5,143
1553,CS-398,Bachelor semestre 6,208
1554,CS-410,Master semestre 2,22
1555,CS-410,Master semestre 4,5
1556,CS-411,Master semestre 1,65
1557,CS-411,Master semestre 3,11
1558,CS-412,Master semestre 2,5
1559,CS-412,Master semestre 4,1
1560,CS-420,Master semestre 2,105
1561,CS-422,Master semestre 2,381
1562,CS-422,Master semestre 3,42
1563,CS-422,Master semestre 4,22
1564,CS-423,Master semestre 1,125
1565,CS-423,Master semestre 2,239
1566,CS-423,Master semestre 3,378
1567,CS-423,Master semestre 4,46
1568,CS-423,Semestre automne,7
1569,CS-423,Semestre printemps,2
1570,CS-424,Master semestre 2,127
1571,CS-424,Master semestre 4,25
1572,CS-425,Master semestre 1,167
1573,CS-425,Master semestre 3,83
1574,CS-430,Master semestre 1,283
1575,CS-430,Master semestre 3,142
1576,CS-431,Master semestre 2,225
1577,CS-431,Master semestre 4,17
1578,CS-432,Master semestre 1,56
1579,CS-432,Master semestre 2,30
1580,CS-432,Master semestre 3,51
1581,CS-432,Master semestre 4,44
1582,CS-432,Semestre automne,12
1583,CS-432,Semestre printemps,20
1584,CS-433,Master semestre 1,298
1585,CS-433,Master semestre 2,243
1586,CS-433,Master semestre 3,192
1587,CS-433,Master semestre 4,112
1588,CS-433,Semestre automne,32
1589,CS-433,Semestre printemps,14
1590,CS-434,Master semestre 1,172
1591,CS-434,Master semestre 3,72
1592,CS-434,Semestre automne,39
1593,CS-435,Master semestre 1,62
1594,CS-436,Master semestre 1,30
1595,CS-440,Master semestre 1,143
1596,CS-440,Master semestre 2,70
1597,CS-440,Master semestre 3,49
1598,CS-440,Master semestre 4,14
1599,CS-441,Master semestre 2,57
1600,CS-441,Master semestre 4,20
1601,CS-442,Master semestre 2,278
1602,CS-442,Master semestre 4,68
1603,CS-443,Master semestre 3,50
1604,CS-444,Master semestre 2,158
1605,CS-444,Master semestre 4,21
1606,CS-445,Master semestre 1,36
1607,CS-445,Master semestre 3,45
1608,CS-446,Master semestre 2,118
1609,CS-446,Master semestre 4,9
1610,CS-450,Master semestre 1,156
1611,CS-450,Master semestre 2,32
1612,CS-450,Master semestre 3,176
1613,CS-450,Master semestre 4,3
1614,CS-450,Semestre automne,5
1615,CS-451,Master semestre 1,494
1616,CS-451,Master semestre 3,518
1617,CS-452,Master semestre 1,245
1618,CS-452,Master semestre 3,111
1619,CS-453,Master semestre 1,243
1620,CS-453,Master semestre 3,164
1621,CS-454,Master semestre 2,40
1622,CS-454,Master semestre 3,19
1623,CS-454,Master semestre 4,18
1624,CS-455,Master semestre 2,20
1625,CS-455,Master semestre 4,2
1626,CS-470,Master semestre 2,151
1627,CS-470,Master semestre 4,7
1628,CS-470,Semestre printemps,2
1629,CS-471,Master semestre 1,78
1630,CS-471,Master semestre 3,14
1631,CS-472,Master semestre 1,187
1632,CS-472,Master semestre 3,86
1633,CS-473,Master semestre 1,195
1634,CS-473,Master semestre 3,89
1635,CS-474,Master semestre 1,97
1636,CS-474,Master semestre 3,61
1637,CS-475,Master semestre 2,3
1638,CS-476,Master semestre 2,79
1639,CS-476,Master semestre 4,7
1640,CS-478,Master semestre 2,33
1641,CS-478,Master semestre 4,1
1642,CS-485,Master semestre 1,66
1643,CS-485,Master semestre 3,66
1644,CS-485,Semestre automne,5
1645,CS-486,Master semestre 2,139
1646,CS-486,Master semestre 4,3
1647,CS-487,Master semestre 2,181
1648,CS-487,Master semestre 4,24
1649,CS-488,Master semestre 2,25
1650,CS-488,Master semestre 4,14
1651,CS-489,Master semestre 2,66
1652,CS-489,Master semestre 4,2
1653,CS-490,Master semestre 2,129
1654,CS-490,Master semestre 4,25
1655,CS-490,Semestre printemps,5
1656,CS-491,Master semestre 2,165
1657,CS-491,Master semestre 4,22
1658,CS-491,Semestre printemps,1
1659,CS-498,Master semestre 1,159
1660,CS-498,Master semestre 2,372
1661,CS-498,Master semestre 3,134
1662,CS-520,Master semestre 1,41
1663,CS-520,Master semestre 3,57
1664,CS-522,Master semestre 1,57
1665,CS-522,Master semestre 3,7
1666,CS-550,Master semestre 2,54
1667,CS-550,Master semestre 4,3
1668,CS-551,Master semestre 2,44
1669,CS-551,Semestre printemps,11
1670,CS-595,Master semestre 1,80
1671,CS-595,Master semestre 2,74
1672,CS-595,Master semestre 3,77
1673,CS-595,Projet Master automne,14
1674,CS-596,Master semestre 1,34
1675,CS-596,Master semestre 2,38
1676,CS-596,Master semestre 3,16
1677,CS-597,Master semestre 1,37
1678,CS-597,Master semestre 2,55
1679,CS-597,Master semestre 3,23
1680,CS-598,Master semestre 2,3
1681,CS-598,Master semestre 3,16
1682,CS-599,Projet Master automne,283
1683,CS-599,Projet Master printemps,266
1684,EE-100,Bachelor semestre 1,169
1685,EE-100(a),Bachelor semestre 1,228
1686,EE-100(b),Bachelor semestre 2,1121
1687,EE-101,Bachelor semestre 1,249
1688,EE-101,Bachelor semestre 2,91
1689,EE-102(A),Bachelor semestre 2,279
1690,EE-102(B),Bachelor semestre 2,1252
1691,EE-103,Bachelor semestre 2,238
1692,EE-105,Bachelor semestre 2,118
1693,EE-106,Bachelor semestre 1,757
1694,EE-200,Bachelor semestre 3,295
1695,EE-200,Bachelor semestre 5,80
1696,EE-200,Semestre automne,10
1697,EE-201,Bachelor semestre 4,257
1698,EE-201,Bachelor semestre 6,20
1699,EE-202,Bachelor semestre 3,432
1700,EE-202,Semestre automne,7
1701,EE-202(A),Bachelor semestre 3,463
1702,EE-202(B),Bachelor semestre 3,903
1703,EE-203,Bachelor semestre 4,269
1704,EE-203(A),Bachelor semestre 4,514
1705,EE-203(B),Bachelor semestre 4,76
1706,EE-203(b),Bachelor semestre 5,313
1707,EE-204,Bachelor semestre 3,909
1708,EE-204,Semestre automne,6
1709,EE-205,Bachelor semestre 4,590
1710,EE-206,Bachelor semestre 3,299
1711,EE-206,Semestre automne,6
1712,EE-207,Bachelor semestre 4,233
1713,EE-208,Bachelor semestre 4,194
1714,EE-280,Bachelor semestre 4,176
1715,EE-280,Bachelor semestre 5,351
1716,EE-281,Bachelor semestre 3,536
1717,EE-282,Bachelor semestre 3,577
1718,EE-283,Bachelor semestre 5,68
1719,EE-284,Bachelor semestre 6,68
1720,EE-290,Bachelor semestre 3,146
1721,EE-291,Bachelor semestre 4,52
1722,EE-292,Bachelor semestre 4,57
1723,EE-293,Bachelor semestre 3,61
1724,EE-294,Bachelor semestre 3,43
1725,EE-295,Bachelor semestre 5,529
1726,EE-295,Bachelor semestre 6,58
1727,EE-296,Bachelor semestre 6,453
1728,EE-300,Bachelor semestre 5,36
1729,EE-301,Bachelor semestre 6,61
1730,EE-303,Bachelor semestre 6,35
1731,EE-310,Bachelor semestre 5,122
1732,EE-310,Bachelor semestre 6,55
1733,EE-310,Semestre automne,40
1734,EE-320,Bachelor semestre 5,153
1735,EE-320,Master semestre 1,29
1736,EE-320,Master semestre 3,3
1737,EE-320,Semestre automne,6
1738,EE-330,Bachelor semestre 6,167
1739,EE-330,Master semestre 2,21
1740,EE-331,Bachelor semestre 5,743
1741,EE-331,Bachelor semestre 6,29
1742,EE-331,Semestre automne,7
1743,EE-332,Bachelor semestre 6,189
1744,EE-333,Bachelor semestre 5,83
1745,EE-333,Bachelor semestre 6,15
1746,EE-334,Bachelor semestre 5,67
1747,EE-334,Bachelor semestre 6,46
1748,EE-334,Semestre automne,7
1749,EE-335,Bachelor semestre 5,45
1750,EE-339,Bachelor semestre 5,74
1751,EE-340,Bachelor semestre 6,198
1752,EE-341,Bachelor semestre 5,36
1753,EE-342,Bachelor semestre 5,72
1754,EE-342,Bachelor semestre 6,100
1755,EE-345,Bachelor semestre 5,244
1756,EE-345,Master semestre 3,41
1757,EE-345,Semestre automne,37
1758,EE-348,Bachelor semestre 5,103
1759,EE-348,Semestre automne,6
1760,EE-350,Bachelor semestre 5,193
1761,EE-350,Bachelor semestre 6,27
1762,EE-350,Semestre automne,4
1763,EE-351,Bachelor semestre 6,64
1764,EE-360,Bachelor semestre 5,240
1765,EE-360,Semestre automne,5
1766,EE-361,Bachelor semestre 6,150
1767,EE-362,Bachelor semestre 6,9
1768,EE-365,Bachelor semestre 5,134
1769,EE-365,Bachelor semestre 6,76
1770,EE-366,Bachelor semestre 6,60
1771,EE-370,Bachelor semestre 5,104
1772,EE-370,Bachelor semestre 6,101
1773,EE-370,Semestre automne,4
1774,EE-371,Bachelor semestre 5,106
1775,EE-371,Semestre automne,4
1776,EE-372,Bachelor semestre 5,79
1777,EE-375,Bachelor semestre 6,80
1778,EE-380,Bachelor semestre 6,367
1779,EE-381,Bachelor semestre 6,150
1780,EE-382,Bachelor semestre 5,531
1781,EE-383,Bachelor semestre 6,22
1782,EE-390,Master semestre 2,7
1783,EE-391,Master semestre 3,14
1784,EE-392,Bachelor semestre 6,56
1785,EE-393,Bachelor semestre 5,45
1786,EE-394,Bachelor semestre 6,4
1787,EE-395,Bachelor semestre 5,14
1788,EE-395,Bachelor semestre 6,85
1789,EE-396,Bachelor semestre 6,87
1790,EE-397,Bachelor semestre 5,92
1791,EE-397,Bachelor semestre 6,65
1792,EE-398,Bachelor semestre 6,33
1793,EE-399,Bachelor semestre 6,212
1794,EE-399,Semestre automne,3
1795,EE-420,Master semestre 1,157
1796,EE-420,Master semestre 3,393
1797,EE-421,Master semestre 2,132
1798,EE-425,Master semestre 1,128
1799,EE-425,Master semestre 3,414
1800,EE-428,Master semestre 3,38
1801,EE-429,Master semestre 1,51
1802,EE-429,Master semestre 3,83
1803,EE-429,Semestre automne,4
1804,EE-430,Master semestre 1,83
1805,EE-430,Master semestre 3,294
1806,EE-430(tp),Master semestre 1,1
1807,EE-431,Master semestre 2,124
1808,EE-431,Master semestre 4,1
1809,EE-432,Master semestre 1,133
1810,EE-432,Master semestre 3,295
1811,EE-433,Master semestre 2,138
1812,EE-433,Master semestre 4,1
1813,EE-434,Master semestre 3,119
1814,EE-440,Master semestre 2,163
1815,EE-442,Master semestre 1,115
1816,EE-445,Master semestre 1,150
1817,EE-445,Master semestre 3,110
1818,EE-450,Master semestre 1,134
1819,EE-450,Master semestre 3,49
1820,EE-451,Master semestre 2,187
1821,EE-456,Master semestre 1,123
1822,EE-456,Master semestre 3,3
1823,EE-456,Semestre automne,26
1824,EE-460,Master semestre 1,120
1825,EE-460,Master semestre 3,34
1826,EE-460,Semestre automne,3
1827,EE-461,Master semestre 1,252
1828,EE-461,Master semestre 3,63
1829,EE-465,Master semestre 1,173
1830,EE-465,Master semestre 3,37
1831,EE-465,Semestre automne,19
1832,EE-466,Master semestre 1,97
1833,EE-466,Master semestre 2,25
1834,EE-466,Master semestre 3,12
1835,EE-466,Semestre automne,36
1836,EE-470,Master semestre 1,41
1837,EE-470,Master semestre 2,86
1838,EE-470,Master semestre 3,37
1839,EE-470,Semestre printemps,3
1840,EE-471,Master semestre 2,23
1841,EE-471,Semestre printemps,7
1842,EE-472,Master semestre 2,68
1843,EE-472,Semestre printemps,10
1844,EE-477,Master semestre 1,137
1845,EE-477,Master semestre 3,4
1846,EE-480,Master semestre 2,43
1847,EE-490(a),Master semestre 1,5
1848,EE-490(b),Master semestre 1,57
1849,EE-490(b),Master semestre 3,119
1850,EE-490(b),Semestre automne,1
1851,EE-490(d),Master semestre 1,7
1852,EE-490(e),Master semestre 1,14
1853,EE-490(f),Master semestre 1,27
1854,EE-490(g),Master semestre 1,87
1855,EE-491,Master semestre 1,4
1856,EE-491,Master semestre 3,4
1857,EE-491(a),Master semestre 2,52
1858,EE-491(a),Semestre automne,8
1859,EE-491(b),Master semestre 2,51
1860,EE-491(b),Semestre automne,10
1861,EE-491(c),Master semestre 2,32
1862,EE-491(c),Semestre automne,3
1863,EE-492(c),Master semestre 1,74
1864,EE-498,Master semestre 1,162
1865,EE-498,Master semestre 3,200
1866,EE-499,Master semestre 1,26
1867,EE-499,Master semestre 2,228
1868,EE-510,Master semestre 1,1
1869,EE-511,Master semestre 2,148
1870,EE-511,Master semestre 4,32
1871,EE-511,Semestre printemps,59
1872,EE-512,Master semestre 1,156
1873,EE-512,Master semestre 3,122
1874,EE-512,Semestre automne,58
1875,EE-513,Master semestre 1,71
1876,EE-513,Master semestre 3,311
1877,EE-513,Semestre automne,173
1878,EE-514,Master semestre 1,20
1879,EE-514,Master semestre 2,60
1880,EE-514,Semestre printemps,48
1881,EE-515,Master semestre 1,124
1882,EE-515,Master semestre 3,24
1883,EE-515,Semestre automne,53
1884,EE-516,Master semestre 1,341
1885,EE-516,Master semestre 3,68
1886,EE-516,Semestre automne,47
1887,EE-517,Master semestre 1,24
1888,EE-518,Master semestre 2,13
1889,EE-520,Master semestre 1,105
1890,EE-520,Master semestre 3,66
1891,EE-521,Master semestre 2,65
1892,EE-525,Master semestre 2,111
1893,EE-530,Master semestre 1,78
1894,EE-530,Master semestre 3,369
1895,EE-531,Master semestre 2,1
1896,EE-531,Master semestre 3,26
1897,EE-532,Master semestre 1,107
1898,EE-532,Master semestre 2,24
1899,EE-532,Master semestre 3,20
1900,EE-532,Master semestre 4,4
1901,EE-532,Semestre printemps,1
1902,EE-535,Master semestre 1,71
1903,EE-535,Master semestre 3,380
1904,EE-536,Master semestre 1,35
1905,EE-536,Master semestre 3,336
1906,EE-537,Master semestre 1,53
1907,EE-537,Master semestre 3,33
1908,EE-538,Master semestre 3,199
1909,EE-539,Master semestre 1,49
1910,EE-540,Master semestre 1,17
1911,EE-540,Master semestre 2,31
1912,EE-541,Master semestre 3,4
1913,EE-542,Master semestre 1,16
1914,EE-542,Master semestre 2,5
1915,EE-542,Master semestre 3,11
1916,EE-543,Master semestre 1,9
1917,EE-543,Master semestre 2,4
1918,EE-544,Master semestre 2,7
1919,EE-545,Master semestre 2,55
1920,EE-546,Master semestre 1,20
1921,EE-546,Master semestre 3,61
1922,EE-546,Semestre automne,33
1923,EE-547,Master semestre 1,72
1924,EE-547,Master semestre 3,49
1925,EE-548,Master semestre 1,45
1926,EE-548,Master semestre 2,45
1927,EE-549,Master semestre 1,61
1928,EE-549,Master semestre 3,21
1929,EE-550,Master semestre 1,153
1930,EE-550,Master semestre 3,113
1931,EE-551,Master semestre 2,69
1932,EE-551,Master semestre 4,35
1933,EE-552,Master semestre 2,86
1934,EE-552,Master semestre 4,70
1935,EE-552,Semestre printemps,16
1936,EE-553,Master semestre 2,103
1937,EE-554,Master semestre 1,121
1938,EE-554,Master semestre 3,131
1939,EE-554,Semestre automne,1
1940,EE-555,Master semestre 1,57
1941,EE-555,Master semestre 3,15
1942,EE-556,Master semestre 1,73
1943,EE-560,Master semestre 2,22
1944,EE-560,Semestre printemps,3
1945,EE-561,Master semestre 2,40
1946,EE-562,Master semestre 1,107
1947,EE-562,Master semestre 3,30
1948,EE-562,Semestre automne,28
1949,EE-563,Master semestre 2,73
1950,EE-564,Master semestre 2,56
1951,EE-565,Master semestre 2,85
1952,EE-565,Semestre printemps,12
1953,EE-570,Master semestre 2,174
1954,EE-571,Master semestre 1,13
1955,EE-571,Master semestre 2,1
1956,EE-572,Master semestre 3,16
1957,EE-575,Master semestre 1,101
1958,EE-575,Master semestre 3,19
1959,EE-576,Master semestre 2,41
1960,EE-579,Master semestre 1,14
1961,EE-580,Semestre automne,112
1962,EE-580,Semestre printemps,23
1963,EE-581,Semestre automne,101
1964,EE-582,Semestre printemps,123
1965,EE-583,Semestre printemps,66
1966,EE-584,Semestre automne,155
1967,EE-585,Master semestre 2,464
1968,EE-585,Semestre printemps,155
1969,EE-586,Semestre automne,191
1970,EE-588,Master semestre 1,1
1971,EE-588,Master semestre 2,21
1972,EE-589,Semestre automne,112
1973,EE-589,Semestre printemps,24
1974,EE-590,Master semestre 3,54
1975,EE-591,Master semestre 3,157
1976,EE-591,Semestre automne,2
1977,EE-592,Master semestre 3,19
1978,EE-593,Master semestre 2,143
1979,EE-593,Master semestre 4,16
1980,EE-596,Master semestre 2,1
1981,EE-596(a),Master semestre 1,61
1982,EE-596(a),Master semestre 2,32
1983,EE-597,Master semestre 1,27
1984,EE-597,Master semestre 2,39
1985,EE-597,Projet Master automne,2
1986,EE-598,Master semestre 1,13
1987,EE-598,Master semestre 2,150
1988,EE-599,Master semestre 4,24
1989,EE-599,Projet Master automne,213
1990,EE-599,Projet Master printemps,133
1991,EE-599(a),Projet Master printemps,9
1992,EE-599(b),Master semestre 4,7
1993,EE-599(c),Master semestre 4,11
1994,ENG-201,Bachelor semestre 3,44
1995,ENG-208,Bachelor semestre 3,24
1996,ENG-209,Bachelor semestre 3,236
1997,ENG-209,Semestre automne,4
1998,ENG-216,Bachelor semestre 4,42
1999,ENG-217,Bachelor semestre 4,129
2000,ENG-226,Bachelor semestre 4,18
2001,ENG-250,Bachelor semestre 4,24
2002,ENG-262,Bachelor semestre 4,160
2003,ENG-266,Bachelor semestre 3,44
2004,ENG-267,Bachelor semestre 3,484
2005,ENG-267,Bachelor semestre 5,53
2006,ENG-268,Bachelor semestre 4,296
2007,ENG-269,Bachelor semestre 4,20
2008,ENG-270,Bachelor semestre 3,132
2009,ENG-271,Bachelor semestre 4,68
2010,ENG-272,Bachelor semestre 4,302
2011,ENG-301,Bachelor semestre 6,22
2012,ENG-302,Bachelor semestre 5,33
2013,ENG-304,Bachelor semestre 5,35
2014,ENG-307,Bachelor semestre 6,6
2015,ENG-308,Bachelor semestre 5,76
2016,ENG-309,Bachelor semestre 5,73
2017,ENG-311,Bachelor semestre 5,65
2018,ENG-350,Bachelor semestre 6,18
2019,ENG-366,Bachelor semestre 6,249
2020,ENG-382,Bachelor semestre 6,485
2021,ENG-383,Bachelor semestre 5,464
2022,ENG-383,Bachelor semestre 5b,144
2023,ENG-400,Master semestre 1,6
2024,ENG-400,Master semestre 2,29
2025,ENG-400,Master semestre 3,75
2026,ENG-400,Master semestre 4,12
2027,ENG-420,Master semestre 1,301
2028,ENG-420,Master semestre 3,209
2029,ENG-421,Semestre automne,15
2030,ENG-430,Master semestre 2,331
2031,ENG-430,Master semestre 3,35
2032,ENG-430,Master semestre 4,32
2033,ENG-430,Semestre automne,10
2034,ENG-430,Semestre printemps,8
2035,ENG-431,Master semestre 2,186
2036,ENG-431,Master semestre 4,32
2037,ENG-432,Bachelor semestre 6,367
2038,ENG-433,Master semestre 1,266
2039,ENG-433,Master semestre 3,179
2040,ENG-433,Semestre automne,84
2041,ENG-434,Master semestre 1,114
2042,ENG-434,Master semestre 3,109
2043,ENG-434,Semestre automne,13
2044,ENG-435,Master semestre 2,107
2045,ENG-435,Master semestre 4,23
2046,ENG-435,Semestre printemps,7
2047,ENG-436,Master semestre 2,82
2048,ENG-436,Master semestre 4,26
2049,ENG-436,Semestre printemps,10
2050,ENG-440,Master semestre 1,224
2051,ENG-440,Master semestre 3,169
2052,ENG-445,Master semestre 1,411
2053,ENG-445,Master semestre 3,137
2054,ENG-445,Semestre automne,109
2055,ENG-466,Master semestre 1,272
2056,ENG-466,Master semestre 3,40
2057,ENG-466,Semestre automne,17
2058,ENG-466(a),Master semestre 1,81
2059,ENG-466(a),Master semestre 3,29
2060,ENG-466(a),Semestre automne,5
2061,ENG-466(b),Master semestre 1,41
2062,ENG-466(b),Master semestre 3,29
2063,ENG-466(b),Semestre automne,4
2064,ENG-466(tp),Master semestre 1,35
2065,ENG-466(tp),Master semestre 3,2
2066,ENG-466(tp),Semestre automne,3
2067,ENG-470,Master semestre 1,361
2068,ENG-470,Master semestre 3,198
2069,ENG-471,Master semestre 2,151
2070,ENG-471,Master semestre 4,16
2071,ENG-472(a),Master semestre 1,79
2072,ENG-472(a),Master semestre 3,13
2073,ENG-472(b),Master semestre 2,68
2074,ENG-474,Master semestre 1,328
2075,ENG-474,Master semestre 3,192
2076,ENG-474,Semestre automne,47
2077,ENG-482,Master semestre 2,144
2078,ENG-483,Master semestre 1,342
2079,ENG-483,Master semestre 3,184
2080,ENG-484,Master semestre 2,143
2081,ENG-485,Master semestre 1,15
2082,ENG-485,Master semestre 3,4
2083,ENG-485,Semestre automne,6
2084,ENV-100,Bachelor semestre 2,717
2085,ENV-101,Bachelor semestre 1,331
2086,ENV-101,Bachelor semestre 2,415
2087,ENV-140,Bachelor semestre 2,1463
2088,ENV-166,Bachelor semestre 1,297
2089,ENV-167,Bachelor semestre 1,715
2090,ENV-168,Bachelor semestre 2,225
2091,ENV-200,Bachelor semestre 4,417
2092,ENV-201,Bachelor semestre 4,330
2093,ENV-202,Bachelor semestre 3,444
2094,ENV-202,Semestre automne,4
2095,ENV-220,Bachelor semestre 4,418
2096,ENV-221,Bachelor semestre 5,600
2097,ENV-221(a),Bachelor semestre 4,100
2098,ENV-221(b),Bachelor semestre 4,46
2099,ENV-222,Bachelor semestre 3,463
2100,ENV-240,Bachelor semestre 3,102
2101,ENV-241,Bachelor semestre 4,106
2102,ENV-241,Bachelor semestre 6,33
2103,ENV-242,Bachelor semestre 4,11
2104,ENV-242,Bachelor semestre 6,48
2105,ENV-256,Bachelor semestre 4,19
2106,ENV-258,Bachelor semestre 4,17
2107,ENV-260,Bachelor semestre 4,40
2108,ENV-266,Bachelor semestre 4,213
2109,ENV-267,Bachelor semestre 4,213
2110,ENV-268,Bachelor semestre 4,42
2111,ENV-269,Bachelor semestre 4,105
2112,ENV-270,Bachelor semestre 3,283
2113,ENV-270,Bachelor semestre 4,20
2114,ENV-274,Bachelor semestre 4,20
2115,ENV-275,Bachelor semestre 4,101
2116,ENV-300,Bachelor semestre 5,225
2117,ENV-301,Bachelor semestre 5,199
2118,ENV-302,Bachelor semestre 6,25
2119,ENV-303,Bachelor semestre 5,20
2120,ENV-304,Bachelor semestre 5,284
2121,ENV-305,Bachelor semestre 6,25
2122,ENV-306,Bachelor semestre 6,131
2123,ENV-320,Bachelor semestre 6,278
2124,ENV-340,Bachelor semestre 5,77
2125,ENV-340,Semestre automne,78
2126,ENV-341,Bachelor semestre 4,138
2127,ENV-341,Bachelor semestre 6,31
2128,ENV-342,Bachelor semestre 5,445
2129,ENV-352,Bachelor semestre 6,44
2130,ENV-360,Bachelor semestre 6,87
2131,ENV-361,Bachelor semestre 6,165
2132,ENV-362,Bachelor semestre 6,140
2133,ENV-363,Bachelor semestre 6,15
2134,ENV-364,Bachelor semestre 6,20
2135,ENV-365,Bachelor semestre 6,63
2136,ENV-366,Bachelor semestre 6,267
2137,ENV-367,Bachelor semestre 5,283
2138,ENV-367,Bachelor semestre 6,23
2139,ENV-368,Bachelor semestre 5,16
2140,ENV-369,Bachelor semestre 6,13
2141,ENV-370,Bachelor semestre 5,276
2142,ENV-370,Master semestre 1,25
2143,ENV-370,Master semestre 3,35
2144,ENV-370,Semestre automne,67
2145,ENV-371,Bachelor semestre 6,15
2146,ENV-372,Bachelor semestre 4,100
2147,ENV-400,Master semestre 2,312
2148,ENV-400,Master semestre 3,50
2149,ENV-400,Master semestre 4,62
2150,ENV-400,Semestre printemps,20
2151,ENV-401,Master semestre 1,48
2152,ENV-401,Master semestre 3,92
2153,ENV-401,Semestre automne,25
2154,ENV-402,Master semestre 1,271
2155,ENV-402,Master semestre 3,149
